"age","male","educ","educ0","income","hhincome","white_nh","tea_party","conserv","partyID","pid1","Democrat1","Republican1","milAssert1","intl1","anxiety","cGroup_Endorse","cGroup_Oppose","groupControl","tGroup_Endorse","tGroup_Oppose","cMCheck","tMCheck","cPivot","cCertain","cSucceed","cThreat","tDeploy","tCertain","tSucceed","tThreat","cHot","tHot","cDem","tDem","cFirst","ID"
35,0,7,0.75,4,4,1,1,5,6,0.833333333333333,0,1,0.5,0.375,0.4,1,0,0,0,1,1,1,0.777777777777778,1,0.63,0.89,0.42,1,0.28,0.86,0,1,0,1,1,"R_73AMIshjrJBOTZP"
53,0,5,0.5,5,5,1,1,7,7,1,0,1,0.75,0.4375,0.533333333333333,0,0,1,0,0,1,1,0.844444444444444,0.88,0.87,1,0.78,0.8,0.75,0.99,0,1,1,0,0,"R_3E0IAgXnBfS3589"
62,0,9,1,4,4,1,1,6,7,1,0,1,0.6875,0.4375,0.333333333333333,0,1,0,1,0,1,1,0.744444444444444,0.79,0.69,0.69,0.7,0.86,0.69,0.92,1,0,0,1,1,"R_e8TXmMR3TUbI0rr"
42,0,3,0.25,1,1,1,1,5,4,0.5,0,0,0.4375,0.8125,0.6,0,0,1,0,0,1,1,0.466666666666667,0.44,0.38,0.47,0.54,0.51,0.47,0.58,0,1,1,0,0,"R_8GhFURw7ktvbnyB"
65,0,9,1,5,5,1,0,4,6,0.833333333333333,0,1,0.375,0.5625,0.333333333333333,0,0,1,0,0,1,1,0.366666666666667,0.62,0.21,0.71,0.71,0.67,0.32,0.9,0,1,1,0,0,"R_b18OyGFdjIOwQv3"
63,0,9,1,4,4,1,0,6,4,0.5,0,0,0.5625,0.5,0.133333333333333,0,1,0,1,0,0,1,0.688888888888889,0.69,0.72,0.64,0.44,0.63,0.47,0.83,1,0,0,1,1,"R_6JeXkCitF8xzycd"
56,0,4,0.375,2,2,1,0,2,1,0,1,0,0.375,0.375,0.666666666666667,1,0,0,0,1,1,1,0.244444444444444,0.81,0.14,0.34,0.08,0.88,0.09,0.33,1,0,0,1,1,"R_9FC3nOJjwhJac8R"
53,0,7,0.75,1,1,1,1,7,7,1,0,1,0.6875,0.4375,0.466666666666667,1,0,0,0,1,1,1,0.555555555555556,0.56,0.57,0.6,0.59,0.61,0.45,0.92,0,1,1,0,0,"R_9sOnuVSlRN0isUB"
35,0,3,0.25,2,2,0,1,,4,0.5,0,0,0.5,0.5,0.466666666666667,0,1,0,1,0,1,1,0.3,0.45,0.26,0.79,0.28,0.6,0.26,0.77,1,0,0,1,1,"R_9pn3v9ACjdaCJRr"
26,0,5,0.5,3,3,1,1,4,6,0.833333333333333,0,1,0.5625,0.75,0.266666666666667,0,1,0,1,0,1,0,0.0666666666666667,0.87,0.5,0.84,1,0.99,0.99,0.81,0,1,0,1,0,"R_eVSJBddtClbpGu1"
52,0,5,0.5,2,2,1,0,3,4,0.5,0,0,0.375,0.25,0.533333333333333,0,0,1,0,0,1,1,0.0777777777777778,0.87,0.55,0.44,0.24,0.89,0.03,0.62,0,1,1,0,0,"R_5BkJKEgAQnK3swt"
32,1,5,0.5,2,2,0,1,5,1,0,1,0,0.5,0.6875,0.466666666666667,0,1,0,1,0,1,1,0.555555555555556,0.25,0.64,0.38,0.35,0.14,0.78,0.51,0,1,1,0,0,"R_5zP1RwY9KNF7kfb"
52,0,5,0.5,1,1,0,0,3,2,0.166666666666667,1,0,0.375,0.5,0.4,0,1,0,1,0,1,1,0.0111111111111111,1,0.01,0.19,0.38,0.51,0.17,0.77,1,0,0,1,1,"R_71mPb89wPmkmduJ"
48,0,5,0.5,4,4,1,0,5,7,1,0,1,0.5,0.625,0.466666666666667,0,1,0,1,0,1,0,0.8,0.8,0.99,0.9,0.68,0.72,0.42,1,1,0,1,0,0,"R_0ULmslq5j0ozuW9"
32,0,5,0.5,2,2,0,1,7,1,0,1,0,0.875,0.6875,0.266666666666667,1,0,0,0,1,1,1,0.277777777777778,0.27,0.25,0.07,0.55,0.61,0.48,1,0,1,1,0,0,"R_aWRqg8JiXhHmFgh"
32,0,9,1,5,5,1,0,4,6,0.833333333333333,0,1,0.6875,0.375,0.733333333333333,1,0,0,0,1,1,1,0.7,0.72,0.63,0.67,0.28,0.76,0.69,0.98,1,0,0,1,0,"R_2mKZZh32DYSyvhb"
73,1,8,0.875,5,5,1,0,3,2,0.166666666666667,1,0,0.4375,0.75,0.266666666666667,0,0,1,0,0,1,1,0.188888888888889,1,0.03,0.44,0.03,1,0.05,0.51,1,0,1,0,1,"R_4ZUYJjiP0pT5n4V"
56,1,5,0.5,4,4,1,0,4,2,0.166666666666667,1,0,0.0625,0.375,0.4,0,0,1,0,0,1,1,0.0888888888888889,0.63,0.25,0.18,0.05,1,0.02,0.39,0,1,1,0,0,"R_0cgl1wevD4aQeKp"
29,0,7,0.75,6,7,1,0,1,1,0,1,0,0.4375,0.8125,0.466666666666667,1,0,0,0,1,0,1,0.244444444444444,0.6,0.27,0.4,0.27,0.49,0.35,0.39,0,1,1,0,1,"R_9QwFfl6fZb8dyhn"
25,0,9,1,4,4,1,0,5,6,0.833333333333333,0,1,0.5,0.75,0.4,0,0,1,0,0,1,1,0.411111111111111,0.93,0.29,0.4,0.56,0.96,0.4,0.59,1,0,0,1,0,"R_ehTxUVR3bQUNWHH"
23,0,7,0.75,1,1,1,0,1,1,0,1,0,0.5,0.5,0.933333333333333,0,1,0,1,0,1,1,0.2,0.55,0.51,0.37,0.83,0.68,0.51,0.48,0,1,0,1,1,"R_5gLqzIbeas8U7m5"
54,0,3,0.25,3,3,1,0,4,6,0.833333333333333,0,1,0.4375,0.625,0.266666666666667,0,0,1,0,0,0,1,0.433333333333333,0.44,0.35,0.46,0.68,0.72,0.61,0.46,1,0,1,0,1,"R_9zR0rwTVu1U5H9z"
65,0,5,0.5,3,3,1,0,4,2,0.166666666666667,1,0,0.3125,0.625,0.2,0,0,1,0,0,1,1,0.555555555555556,0.57,0.46,0.59,0.33,0.35,0.07,0.32,1,0,0,1,1,"R_3Oa8R7L76VqFaIJ"
28,0,8,0.875,5,5,1,1,1,1,0,1,0,0.75,0.75,0.6,0,1,0,1,0,0,1,0.988888888888889,0.98,0.98,1,1,0.99,1,0.99,0,1,0,1,1,"R_eVvMYOsfE635d0V"
27,0,6,0.625,6,7,1,0,1,2,0.166666666666667,1,0,0.375,0.6875,0.733333333333333,0,1,0,1,0,0,0,0.377777777777778,0.74,0.36,0.45,0.56,0.57,0.37,0.91,1,0,0,1,0,"R_eJrDYs5kbkWquUt"
48,0,3,0.25,1,1,1,1,,1,0,1,0,0.625,0.5,0.6,0,0,1,0,0,1,0,0.411111111111111,0.45,0.25,0.48,0.31,0.56,0.11,0.58,0,1,1,0,0,"R_dnXVpcSLGVW9inz"
61,1,3,0.25,3,3,1,0,5,2,0.166666666666667,1,0,0.4375,0.5,0.333333333333333,0,0,1,0,0,1,1,0.6,0.72,0.5,0.4,0.78,0.88,0.52,0.7,1,0,0,1,0,"R_e2t1DP1K7ARmpc9"
38,0,5,0.5,3,3,1,0,3,2,0.166666666666667,1,0,0.3125,0.5,0.4,1,0,0,0,1,1,0,0.544444444444445,0.62,0.46,0.66,0.29,0,0.47,0.77,1,0,0,1,1,"R_3krnLe8ZGhDUXvT"
43,0,6,0.625,4,4,1,1,4,4,0.5,0,0,1,0.25,0.6,0,0,1,0,0,0,1,0.566666666666667,0.01,0.6,1,0.48,1,0.5,1,1,0,1,0,1,"R_9Hymnqjj33nIzjv"
53,0,4,0.375,4,4,1,0,4,1,0,1,0,0.375,0.375,0.333333333333333,1,0,0,0,1,0,1,0.866666666666667,0.49,0.49,1,0.24,0.9,0,1,0,1,1,0,1,"R_0dexo92QmWwuwPb"
43,0,9,1,4,4,1,0,3,2,0.166666666666667,1,0,0.25,0.625,0.466666666666667,0,0,1,0,0,1,0,0.0111111111111111,0.06,0.01,0.18,0.63,0.39,0,0.51,1,0,0,1,0,"R_erKL9Vi778Qz4Mt"
47,1,9,1,6,7,1,0,5,5,0.666666666666667,0,1,0.75,0.5625,0.4,0,0,1,0,0,1,1,0.844444444444444,0.78,0.54,0.7,0.8,0.72,0.68,0.93,1,0,1,0,1,"R_bel46Yrs6eC4F6t"
56,0,5,0.5,3,3,1,0,4,2,0.166666666666667,1,0,0.5,0.75,0.4,0,0,1,0,0,1,0,0.4,0.49,0.42,0.38,0.35,0.38,0.42,1,1,0,0,1,0,"R_bkHZ622haaaMJHT"
48,0,7,0.75,3,3,1,0,3,6,0.833333333333333,0,1,0.375,0.6875,0.333333333333333,0,0,1,0,0,0,0,0.511111111111111,0.72,0.61,0.41,0.56,0.32,0.65,0.72,1,0,1,0,1,"R_9ubV8b3aEOjBo4l"
52,1,3,0.25,1,1,1,0,4,4,0.5,0,0,0.5625,0.5,0.4,1,0,0,0,1,1,1,0.0888888888888889,0.99,0.19,1,0.48,1,0.5,1,0,1,0,1,0,"R_6g3giLrYOVVDiWF"
34,1,3,0.25,2,2,1,0,5,6,0.833333333333333,0,1,0.375,0.6875,0.266666666666667,0,1,0,1,0,1,1,0.8,0.62,0.33,0.83,0.29,0.69,0.12,0.75,0,1,0,1,1,"R_80antOxDgYXszVb"
43,0,7,0.75,2,2,1,0,2,1,0,1,0,0.4375,0.5625,0.333333333333333,0,0,1,0,0,1,1,0.488888888888889,0.57,0.46,0.6,0.69,0.74,0.41,1,1,0,0,1,0,"R_9zg1U4heTdB6ivH"
43,0,8,0.875,4,4,0,0,3,2,0.166666666666667,1,0,0.375,0.9375,0.266666666666667,0,1,0,1,0,1,1,0.322222222222222,0.48,0.12,0.76,0.65,0.87,0.57,0.89,1,0,0,1,0,"R_29vV1XHEGsQ6waV"
68,0,5,0.5,5,5,1,0,2,1,0,1,0,0.0625,0.75,0.2,1,0,0,0,1,0,1,0.177777777777778,1,0.15,0.28,0.01,1,0.01,0.72,1,0,1,0,1,"R_8pQOM3kVNOhSMaF"
49,0,9,1,5,5,1,1,5,4,0.5,0,0,0.5,0.6875,0.4,0,1,0,1,0,1,1,0.144444444444444,0.15,0.23,0.45,0.3,0.63,0.27,0.63,1,0,0,1,0,"R_emwtckDTORSXBA1"
25,0,5,0.5,3,3,0,1,1,1,0,1,0,0.75,0.875,0.0666666666666667,0,1,0,1,0,1,1,0.544444444444445,0.41,0.73,0.83,0.58,0.79,0.87,0.4,1,0,0,1,1,"R_d4fwlY1BmodWo7z"
31,0,7,0.75,2,2,1,0,6,7,1,0,1,0.3125,0.625,0.0666666666666667,0,0,1,0,0,1,1,0.244444444444444,0.53,0.15,0.19,0.03,1,0.09,0.63,0,1,0,1,1,"R_6ujSN0vk7NJXeux"
27,0,4,0.375,2,2,0,1,2,2,0.166666666666667,1,0,0.6875,0.5,0.6,0,0,1,0,0,0,1,1,0.65,0.7,0.8,0.71,0.26,0.04,0.1,1,0,0,1,1,"R_bPMAavmPOs4zaXr"
69,0,7,0.75,3,3,1,0,4,5,0.666666666666667,0,1,0.5625,0.5625,0.333333333333333,0,0,1,0,0,1,1,0.633333333333333,0.78,0.75,0.89,0.87,0.88,0.8,0.86,1,0,1,0,1,"R_bfNqUPAWbRml65f"
32,0,3,0.25,3,3,1,0,4,4,0.5,0,0,0.5625,0.4375,0.6,0,1,0,1,0,0,1,0,1,0.36,0.76,0.13,0.95,0.22,0.34,0,1,1,0,1,"R_3l3bj07b5Jh0Thb"
40,0,7,0.75,4,4,0,0,2,1,0,1,0,0.4375,0.5,0.266666666666667,0,0,1,0,0,1,0,0.577777777777778,0.82,0.71,1,0.43,0.06,0.63,1,1,0,1,0,0,"R_b7oGWg8BSRSYUmx"
52,0,5,0.5,1,1,0,0,3,4,0.5,0,0,0.625,0.3125,0.533333333333333,1,0,0,0,1,1,1,0.455555555555555,0.46,0.45,0.68,0.46,0.46,0.44,0.59,1,0,1,0,0,"R_bg5w6i3H5uolI2N"
62,1,5,0.5,4,4,1,1,6,2,0.166666666666667,1,0,0.6875,0.5625,0.333333333333333,0,1,0,1,0,1,0,0.266666666666667,1,0.26,0.19,0.82,1,0.61,0.74,0,1,0,1,0,"R_baqmnVxbNUzswf3"
59,0,5,0.5,1,1,1,0,7,7,1,0,1,0.3125,0.4375,0.4,0,1,0,1,0,1,1,0.0111111111111111,1,0.12,0.01,0.26,0.07,0.01,0.49,1,0,1,0,1,"R_54m5dQkTClCurgp"
23,0,6,0.625,3,3,1,0,4,6,0.833333333333333,0,1,0.5,0.6875,0.6,1,0,0,0,1,1,1,0.911111111111111,0.54,0.65,0.53,0.69,0.38,0.45,0.78,1,0,1,0,1,"R_4PcxSur4K35es7j"
70,1,7,0.75,3,3,1,1,7,7,1,0,1,0.9375,0.4375,0.2,0,1,0,1,0,1,0,0.788888888888889,0.82,0.75,0.97,0.95,0.95,0.87,0.96,0,1,0,1,1,"R_2b03NXMzaEpp7SZ"
47,1,5,0.5,6,9,1,0,6,2,0.166666666666667,1,0,0.625,0.5,0.4,1,0,0,0,1,1,0,0.433333333333333,0.51,0.11,0.77,0.1,0.72,0.01,0.84,0,1,0,1,1,"R_9AYVeExgUBm6HRz"
63,0,7,0.75,3,3,1,0,6,7,1,0,1,0.25,0.375,0.533333333333333,0,1,0,1,0,0,1,0.3,0.52,0.46,0.75,0.34,0.52,0.31,0.78,1,0,1,0,1,"R_b1Sc6u3yZuwlKvz"
37,1,4,0.375,3,3,0,0,5,6,0.833333333333333,0,1,0.625,0.5625,0.266666666666667,0,0,1,0,0,0,1,0.388888888888889,0.34,0.46,0.74,0.73,0.75,0.72,0.87,0,1,1,0,1,"R_6nZqdt7HZhtgH2t"
18,0,5,0.5,2,2,1,0,5,5,0.666666666666667,0,1,0.5,0.5,0.2,0,1,0,1,0,1,1,0.3,0.67,0.56,0.35,0.55,0.29,0.61,0.44,0,1,0,1,1,"R_5pYAaUQS1usrBC5"
57,0,2,0.125,3,3,1,1,6,5,0.666666666666667,0,1,0.8125,0.3125,0.333333333333333,0,0,1,0,0,1,1,1,1,1,0.53,1,1,0.48,1,0,1,0,1,0,"R_efIOCuzPNC249gN"
53,0,7,0.75,4,4,1,1,6,7,1,0,1,0.625,0.5,0.6,0,1,0,1,0,0,1,0.666666666666667,0.63,0.71,0.94,0.85,0.92,0.71,0.93,1,0,1,0,0,"R_bkZPxXxlOs4KUkJ"
82,0,5,0.5,2,2,1,0,6,2,0.166666666666667,1,0,0.375,0.75,0.4,0,1,0,1,0,1,0,0.1,0.24,0.02,0.03,0.42,0.54,0.08,0.24,0,1,0,1,1,"R_0TJ36vgQ2MDxQ21"
69,0,5,0.5,3,3,1,1,4,4,0.5,0,0,0.75,0.1875,0.533333333333333,0,1,0,1,0,1,1,0.211111111111111,0.44,0.09,0.76,0.24,0.78,0.08,0.9,0,1,0,1,1,"R_3CuAayHrrbPXXBr"
67,0,5,0.5,4,4,1,0,2,1,0,1,0,0.3125,0.375,0.333333333333333,0,0,1,0,0,1,1,0.211111111111111,0.23,0.16,0.18,0.49,0.51,0.15,0.91,0,1,1,0,0,"R_cupGikfzXwxYLoV"
57,0,5,0.5,3,3,1,1,6,4,0.5,0,0,0.4375,0.375,0.333333333333333,0,0,1,0,0,1,0,0.5,0.85,0.47,0.46,0.26,0.86,0.41,0.73,0,1,0,1,0,"R_9Fw1tJCiagSo7B3"
52,0,5,0.5,1,1,0,0,2,4,0.5,0,0,0.5,0.5,0.333333333333333,0,0,1,0,0,1,0,0.533333333333333,0.53,0.39,0.43,0.39,0.5,0.48,0.4,1,0,0,1,1,"R_6VTrXRJvIDEk2rz"
58,0,9,1,1,1,1,0,1,3,0.333333333333333,1,0,0.25,0.5625,0.333333333333333,1,0,0,0,1,0,1,0.0555555555555556,1,0.08,0.36,0.08,1,0.18,1,1,0,1,0,1,"R_8qyPpOz4tdLBh6l"
62,1,5,0.5,1,1,1,0,2,3,0.333333333333333,1,0,0.6875,0.6875,0.533333333333333,0,0,1,0,0,1,1,0.422222222222222,0.76,0.81,0.68,0.41,0.67,0.66,0.85,0,1,0,1,0,"R_1KXGvnZza7hXTcp"
23,0,7,0.75,5,5,0,0,2,3,0.333333333333333,1,0,0.375,0.625,0.2,1,0,0,0,1,0,1,0.5,0.74,0.47,0.66,0.25,1,0.14,0.65,0,1,1,0,1,"R_9BLSw6RjUGq6tkV"
36,0,9,1,2,2,1,0,6,4,0.5,0,0,0.5,0.3125,0.666666666666667,0,0,1,0,0,0,1,0.422222222222222,0.41,0.47,0.43,0.61,0.64,0.64,0.58,0,1,1,0,1,"R_7aEzGwMQjgBU0bX"
59,0,5,0.5,3,3,1,0,5,4,0.5,0,0,0.5625,0.4375,0.533333333333333,0,0,1,0,0,1,1,0.611111111111111,0.54,0.56,0.55,0.6,0.48,0.5,0.91,1,0,1,0,0,"R_e55GkZ1V5F2GAxT"
76,0,7,0.75,3,3,1,0,3,1,0,1,0,0.4375,0.4375,0.333333333333333,0,0,1,0,0,1,1,0,0.34,0.33,0.11,0,0.78,0.23,0.38,0,1,0,1,0,"R_25hUYAVtcIhMoOF"
69,1,3,0.25,4,4,1,1,6,7,1,0,1,0.25,0,0.266666666666667,1,0,0,0,1,1,1,0.0888888888888889,1,0.14,0.09,0.02,1,0.15,0.87,0,1,1,0,1,"R_1yTdUfVP80I3MhL"
22,0,6,0.625,4,4,1,1,4,1,0,1,0,0.375,0.375,0.466666666666667,0,1,0,1,0,1,1,0.444444444444444,0.49,0.7,0.6,0.46,0.49,0.75,0.49,1,0,1,0,0,"R_868JbZnHEMadY2h"
27,0,8,0.875,3,3,0,0,4,1,0,1,0,0.625,0.75,0.4,1,0,0,0,1,0,0,0.466666666666667,0.72,0.61,0.69,0.81,0.86,0.57,0.8,0,1,1,0,0,"R_dm1YpwXjmzfDyXb"
28,1,5,0.5,1,1,1,1,2,4,0.5,0,0,0.3125,0.125,0.533333333333333,0,1,0,1,0,0,1,0.377777777777778,0.46,0.22,0.56,0.3,0.56,0.13,0.44,0,1,1,0,1,"R_0oKdfIce5FAA5bT"
76,1,8,0.875,4,4,1,0,5,6,0.833333333333333,0,1,0.625,0.6875,0.266666666666667,0,0,1,0,0,1,1,0.622222222222222,0.49,0.42,0.38,0.83,0.76,0.35,0.82,1,0,0,1,1,"R_4VOjym0Y8GYVCER"
42,0,5,0.5,6,8,0,0,,6,0.833333333333333,0,1,0.75,0.625,0.533333333333333,1,0,0,0,1,1,0,0.455555555555555,0.52,0.76,0.49,,0.53,0.26,0.85,0,1,1,0,0,"R_4SYgRJId7q8d10p"
54,0,9,1,6,7,1,0,4,2,0.166666666666667,1,0,0.5625,0.5625,0.266666666666667,1,0,0,0,1,1,1,0.855555555555556,0.9,0.83,0.74,0.51,0.51,0.62,0.53,1,0,1,0,1,"R_5Aca4S8GAdDSTlz"
73,1,9,1,6,8,1,1,6,5,0.666666666666667,0,1,0.5625,0.625,0.266666666666667,0,1,0,1,0,1,1,0.655555555555556,0.92,0.59,0.29,0.69,1,0.38,0.96,0,1,0,1,0,"R_2cmGbxMsIWv3pGd"
58,1,5,0.5,3,3,0,0,,1,0,1,0,0.5625,0.5625,0.266666666666667,0,1,0,1,0,0,1,0.444444444444444,0.45,0.62,0.62,0.78,0.31,0.3,0.95,0,1,1,0,1,"R_02JVH8jNzUBYsJL"
58,0,4,0.375,1,1,1,1,7,4,0.5,0,0,0.1875,0.4375,0.266666666666667,0,0,1,0,0,1,1,0.0444444444444444,1,0.41,0.92,0.46,0.14,0.24,0.84,1,0,1,0,0,"R_4ZyXamsy6AxDv3D"
70,0,9,1,6,7,1,0,6,5,0.666666666666667,0,1,0.6875,0.3125,0.333333333333333,0,0,1,0,0,1,1,0.777777777777778,0.81,0.65,0.61,0.74,0.79,0.81,1,0,1,0,1,0,"R_6R2hx1mQP2UZRSR"
36,0,4,0.375,5,5,1,1,5,2,0.166666666666667,1,0,0.8125,0.1875,0.4,0,0,1,0,0,1,1,0.688888888888889,0.71,0.68,0.8,0.75,0.75,0.74,0.8,0,1,1,0,0,"R_cUwlmvxjiXUCI2p"
63,0,3,0.25,2,2,1,1,4,2,0.166666666666667,1,0,0.8125,0.6875,0.466666666666667,0,1,0,1,0,1,0,0.688888888888889,0.6,0.59,0.86,0.76,0.74,0.6,0.91,1,0,1,0,0,"R_6Gz0UXxtqgw64KN"
68,0,7,0.75,2,2,0,0,2,1,0,1,0,0.125,0.75,0.266666666666667,1,0,0,0,1,1,1,0,1,0,0.22,,1,0.28,0.52,1,0,0,1,0,"R_5o8Av54tuAD6r09"
49,0,5,0.5,6,7,1,0,6,6,0.833333333333333,0,1,0.625,0.5625,0.4,0,1,0,1,0,1,1,0.5,1,0.44,0.43,0.81,0.88,0.28,0.97,0,1,0,1,1,"R_7Wh01SAnlLdtcSF"
61,0,5,0.5,2,2,0,0,2,1,0,1,0,0.625,0.5,0.666666666666667,0,1,0,1,0,0,1,0.333333333333333,0.58,0.49,0.47,0.23,0.55,0.46,0.34,1,0,0,1,1,"R_cu9t2L1EA4P4z0p"
74,0,9,1,3,3,1,0,1,1,0,1,0,0.3125,0.6875,0.4,0,1,0,1,0,0,1,0,0.69,0.04,0.1,0.15,0.23,0.21,0.33,1,0,1,0,1,"R_7TWP8DdFtoPs4JL"
57,1,9,1,6,7,1,0,6,5,0.666666666666667,0,1,0.5625,0.6875,0.4,1,0,0,0,1,1,1,0.7,0.57,0.63,0.47,0.83,0.89,0.09,1,1,0,0,1,0,"R_5sTYrOGjwItTXWB"
23,0,3,0.25,2,2,1,1,,2,0.166666666666667,1,0,0.5,0.75,0.466666666666667,1,0,0,0,1,0,1,0.611111111111111,0.54,0.7,0.94,0.69,0.39,0.96,0.69,0,1,0,1,0,"R_5oRNyk1DXIX1cHP"
67,1,5,0.5,5,5,1,1,6,5,0.666666666666667,0,1,0.6875,0.625,0.333333333333333,0,1,0,1,0,1,1,0.777777777777778,0.53,0.76,0.86,0.76,0.71,0.79,0.96,1,0,0,1,1,"R_0xLs4vzW7wZwLEV"
25,0,7,0.75,5,5,1,0,,3,0.333333333333333,1,0,0.3125,0.6875,0.266666666666667,1,0,0,0,1,1,1,0.2,1,0.12,0.41,0.18,0.98,0.1,0.46,1,0,0,1,1,"R_43hVsjAxQJmv9s1"
31,0,7,0.75,3,3,0,0,5,3,0.333333333333333,1,0,0.4375,0.4375,0.466666666666667,0,0,1,0,0,0,0,0.511111111111111,0.74,0.49,0.57,0.49,0.7,0.57,0.73,1,0,0,1,0,"R_aUVzfX13LPm7QGN"
66,1,9,1,4,4,1,0,5,4,0.5,0,0,0.25,0.8125,0.4,0,1,0,1,0,1,1,0.777777777777778,0.8,0.81,0.93,0.5,0.25,0.09,0.94,0,1,0,1,1,"R_8dAHsxyFjc41Cvz"
55,0,6,0.625,1,1,1,0,4,6,0.833333333333333,0,1,0.625,0.5,0.533333333333333,0,1,0,1,0,0,0,0.844444444444444,0.85,0.71,0.85,0.82,0.85,0.75,0.79,0,1,1,0,1,"R_71WvfL2R1wwlknX"
25,1,7,0.75,4,4,1,0,4,3,0.333333333333333,1,0,0.375,0.5,0.266666666666667,1,0,0,0,1,0,1,0.144444444444444,0.77,0.3,0.82,0.21,0.92,0.09,1,0,1,1,0,1,"R_6WpovPduHO39vud"
54,0,9,1,6,7,1,0,4,2,0.166666666666667,1,0,0.5,0.5,0.6,0,0,1,0,0,1,1,0.455555555555555,0.15,0.27,0.3,0.22,0.27,0.3,0.15,0,1,0,1,1,"R_1TFeePg8WLqBJqt"
44,0,5,0.5,3,3,0,0,5,6,0.833333333333333,0,1,0.5,0.6875,0.466666666666667,0,1,0,1,0,1,1,0.522222222222222,0.48,0.62,0.78,0.49,0.34,0.55,0.82,1,0,0,1,1,"R_1YOzTeJj5DDA1gx"
21,0,3,0.25,2,2,1,0,6,7,1,0,1,0.25,0.625,0.666666666666667,1,0,0,0,1,0,1,1,1,0,0,0.03,1,0,1,0,1,1,0,1,"R_0qt9Evzc7V9sfDT"
66,1,3,0.25,3,3,1,1,5,2,0.166666666666667,1,0,0.375,0.5625,0.333333333333333,0,0,1,0,0,1,1,0.111111111111111,1,0.45,0.28,0.42,0.8,0.15,0.82,0,1,1,0,1,"R_1KVOvGq92Ovi309"
63,1,7,0.75,4,4,1,1,3,3,0.333333333333333,1,0,0.4375,0.75,0.333333333333333,0,1,0,1,0,0,1,0.455555555555555,0.47,0.48,0.34,0.74,1,0.39,0.61,0,1,0,1,1,"R_5BFsmqL6FkP0CYB"
50,0,3,0.25,6,9,1,1,4,5,0.666666666666667,0,1,0.625,0.5625,0.466666666666667,0,1,0,1,0,1,1,1,0.53,0.12,0.71,0.9,0.52,0.15,1,0,1,0,1,1,"R_5gqeZeMA6Wd3v37"
50,0,4,0.375,6,7,0,0,,1,0,1,0,0.5,0.6875,0.133333333333333,0,0,1,0,0,1,0,0.433333333333333,0.7,0.48,0.27,0.42,0.69,0.79,0.62,0,1,0,1,1,"R_8ADu5slaX3jExql"
45,0,7,0.75,4,4,0,0,6,1,0,1,0,0.625,0.8125,0.133333333333333,0,1,0,1,0,1,1,0.855555555555556,0.44,0.76,0.22,0.81,0.51,0.66,0.48,0,1,1,0,0,"R_b3GYCRA1tZDRErz"
51,1,5,0.5,1,1,0,0,4,2,0.166666666666667,1,0,0.1875,0.6875,0.533333333333333,0,1,0,1,0,1,1,0.0666666666666667,0.23,0.04,1,0.1,0.93,0.09,0.18,0,1,0,1,1,"R_6QZnrWUXrctCbQh"
32,1,9,1,4,4,1,0,6,2,0.166666666666667,1,0,0.1875,0.9375,0.4,1,0,0,0,1,1,1,0.544444444444445,0.56,0.55,0.41,0.67,1,0.71,0.77,1,0,0,1,1,"R_a9Lx5fBR6VzePfD"
62,0,7,0.75,5,5,1,0,2,1,0,1,0,0.5625,0.4375,0.533333333333333,0,0,1,0,0,0,1,0.522222222222222,0.54,0.42,0.67,,1,0.49,1,0,1,0,1,1,"R_9GpznME0sAzLmUl"
53,0,6,0.625,4,4,1,1,6,6,0.833333333333333,0,1,0.1875,0.5625,0.266666666666667,0,1,0,1,0,1,0,0.177777777777778,0.87,0.5,0.46,0.46,0.28,0.24,0.73,1,0,1,0,0,"R_6LtXU5zQ8sipEbj"
23,0,6,0.625,6,10,1,1,1,7,1,0,1,0.75,0.75,0.533333333333333,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,"R_9ESN4IsUF7ps1JX"
21,0,7,0.75,2,2,0,0,4,2,0.166666666666667,1,0,0.25,0.75,0.733333333333333,0,0,1,0,0,1,1,0.266666666666667,0.29,0.16,0.38,0.14,0.28,0.29,0.43,0,1,1,0,0,"R_6sPxgEktqVqY1zn"
56,0,6,0.625,6,7,1,0,6,4,0.5,0,0,0.25,0.1875,0.2,1,0,0,0,1,0,1,1,1,0.99,0.8,0.05,1,0.01,0.85,0,1,1,0,0,"R_1TWSWv11N6yhaeh"
59,0,5,0.5,2,2,1,0,4,2,0.166666666666667,1,0,0.5625,0.6875,0.266666666666667,0,0,1,0,0,0,1,0.822222222222222,1,1,0.8,0.04,1,0.24,1,1,0,0,1,1,"R_d4lDz85YRYjM2nH"
54,0,9,1,6,7,1,0,2,4,0.5,0,0,0.25,0.5625,0.4,1,0,0,0,1,1,1,0.388888888888889,0.64,0.04,0.39,0.39,0.74,0.08,0.79,0,1,1,0,0,"R_9tPijt5hDMw2Rpz"
26,0,6,0.625,3,3,0,0,1,2,0.166666666666667,1,0,0.1875,0.25,0.466666666666667,0,0,1,0,0,1,1,0.3,0.48,0.74,0,0,1,0,0.1,0,1,1,0,0,"R_5A0DVfgR5bspsPj"
51,1,8,0.875,2,2,1,1,6,5,0.666666666666667,0,1,0.625,0.75,0.266666666666667,1,0,0,0,1,0,1,0.522222222222222,0.91,0.33,0.26,0.67,0.91,0.64,0.37,0,1,0,1,1,"R_87b688nPspVVRpH"
