"age","male","educ","educ0","income","hhincome","white_nh","tea_party","conserv","partyID","pid1","Democrat1","Republican1","milAssert1","intl1","anxiety","cGroup_Endorse","cGroup_Oppose","groupControl","tGroup_Endorse","tGroup_Oppose","cMCheck","tMCheck","cPivot","cCertain","cSucceed","cThreat","tDeploy","tCertain","tSucceed","tThreat","cHot","tHot","cDem","tDem","cFirst","ID"
42,0,5,0.5,3,3,1,1,3,1,0,1,0,0.3125,0.375,0.4,0,0,1,0,0,1,1,0.577777777777778,0.83,0.51,0.84,0.5,0.51,0.51,0.76,0,1,0,1,1,"R_ezgjZA44iumNo9f"
41,0,3,0.25,2,2,1,0,5,6,0.833333333333333,0,1,0.5625,0.5,0.666666666666667,0,1,0,1,0,0,1,0,0,0.11,0.11,0.43,0.44,0.44,0.5,0,1,1,0,1,"R_20rwSSYicNekLXf"
43,1,7,0.75,5,5,0,0,4,2,0.166666666666667,1,0,0.625,0.3125,0.266666666666667,0,1,0,1,0,0,0,0.777777777777778,0.53,0.72,0.76,0.64,0.76,0.75,0.78,1,0,0,1,0,"R_3TM60W0H9mMUkzH"
22,0,3,0.25,1,1,1,1,,7,1,0,1,0.625,0.5,0.533333333333333,0,1,0,1,0,1,1,0.388888888888889,0.54,0.37,0.2,1,1,0.62,0.16,0,1,1,0,0,"R_cBVpW228IfZLDO5"
39,1,7,0.75,5,5,0,1,6,7,1,0,1,0.5625,0.6875,0.4,0,1,0,1,0,0,1,0.2,0.59,0.33,0.39,0.57,0.54,0.71,0.66,0,1,1,0,1,"R_1QRTBi4GlrMGvpr"
31,0,9,1,5,5,0,1,1,1,0,1,0,0.25,0.75,0.2,0,0,1,0,0,1,1,1,0.99,1,0.95,0.97,0.98,0.96,0.96,1,0,1,0,1,"R_bI7OMqbJGTc9llP"
63,0,6,0.625,1,1,0,0,2,1,0,1,0,0.4375,0.375,0.2,0,0,1,0,0,1,0,0.588888888888889,1,0.64,0.95,0.48,1,0.52,0.9,1,0,1,0,0,"R_6VEt8EzLVUbOLaJ"
60,0,3,0.25,2,2,1,0,2,1,0,1,0,0.25,0.1875,0.533333333333333,1,0,0,0,1,1,1,0.155555555555556,0.86,0.09,0.34,0.43,0.36,0.44,0.49,1,0,0,1,1,"R_3OBIV4IBqZlYmW1"
45,0,9,1,2,2,1,1,7,5,0.666666666666667,0,1,0.5,0.6875,0.466666666666667,1,0,0,0,1,0,1,0.233333333333333,0.6,0.46,0.48,0.67,0.29,0.88,0.97,1,0,1,0,1,"R_6fosjpSHumBDhvn"
38,0,6,0.625,5,5,1,1,4,6,0.833333333333333,0,1,0.25,0.3125,0.466666666666667,0,0,1,0,0,1,1,0.633333333333333,0.56,0.45,0.78,0.16,0.81,0.23,0.44,1,0,0,1,0,"R_brAn387hJLfR8EZ"
44,0,5,0.5,1,1,1,0,4,6,0.833333333333333,0,1,0.9375,0.875,0.4,0,0,1,0,0,1,0,0.955555555555555,0.8,0.99,0.68,0.85,0.74,0.54,1,1,0,1,0,0,"R_56i57wuuWAPhIR7"
49,0,3,0.25,1,1,1,1,2,5,0.666666666666667,0,1,0.875,0.375,0.333333333333333,0,1,0,1,0,1,1,0.355555555555556,0.37,0.53,0.6,1,1,0.71,0.7,0,1,0,1,1,"R_06rSQPPHSrEsfvT"
33,1,9,1,2,2,1,1,7,7,1,0,1,0.75,0.75,0.533333333333333,0,1,0,1,0,0,1,0.833333333333333,0.71,0.74,0.74,0.69,0.86,0.9,0.77,0,1,1,0,0,"R_0e1OVtz0E2JqKbj"
52,1,5,0.5,3,3,1,1,7,7,1,0,1,0.8125,0.5,0.4,1,0,0,0,1,1,1,0.677777777777778,0.89,0.89,0.59,0.61,0.83,0.51,0.96,0,1,0,1,0,"R_6gpVUdUk1kJBaf3"
54,0,7,0.75,3,3,1,0,4,4,0.5,0,0,0.6875,0.5625,0.6,1,0,0,0,1,1,1,0.777777777777778,1,0.5,0.85,0.63,0.69,0.21,1,0,1,0,1,1,"R_9XLXbYK7vtZhz7f"
51,0,9,1,6,9,0,0,3,3,0.333333333333333,1,0,0.25,0.5,0.4,1,0,0,0,1,1,1,0.0333333333333333,0.73,0.06,0.58,0.6,0.24,0.15,0.96,1,0,0,1,1,"R_6Rl7XzfbLZHljpP"
33,0,9,1,2,2,0,1,4,5,0.666666666666667,0,1,0.6875,0.5,0.4,0,0,1,0,0,0,1,0.511111111111111,0.51,0.76,0.45,0.63,0.48,0.9,0.93,1,0,1,0,1,"R_ePZUdDVMuERkLGt"
24,0,7,0.75,2,2,1,0,1,1,0,1,0,0.125,0.5,0.466666666666667,0,0,1,0,0,1,1,0.0888888888888889,0.57,0.29,0.15,0.23,0.17,0.12,0.26,0,1,0,1,0,"R_bOwzawMPW5EgISh"
26,0,7,0.75,3,3,0,1,2,7,1,0,1,0.6875,0.8125,0.6,0,1,0,1,0,1,0,0.733333333333333,0.82,0.83,0.87,0.89,0.74,0.82,0.88,1,0,0,1,1,"R_0PRbhaZsrPV5mgR"
58,0,7,0.75,6,8,1,0,6,7,1,0,1,0.5,0.4375,0.4,1,0,0,0,1,1,1,0.455555555555555,0.76,0.59,0.56,0.2,0.92,0.43,0.32,0,1,1,0,1,"R_bkHb3Q9EDywNagR"
65,0,3,0.25,1,1,1,1,7,7,1,0,1,0.5625,0.375,0.333333333333333,0,0,1,0,0,0,1,0.0444444444444444,0.02,0.05,0.82,0.03,0.84,0.09,0.86,0,1,0,1,1,"R_3axIntsqhtkahyB"
40,1,5,0.5,5,5,1,1,6,5,0.666666666666667,0,1,0.4375,0.5625,0.4,0,0,1,0,0,1,1,0.544444444444445,0.92,0.51,0.64,0.49,0.91,0.19,0.76,1,0,1,0,0,"R_4OcD4834KerllWd"
39,1,9,1,4,4,1,0,7,7,1,0,1,0.6875,0.5,0.466666666666667,1,0,0,0,1,1,1,0.522222222222222,0.68,0.4,0.46,0.7,0.81,0.47,0.67,0,1,0,1,1,"R_cIvOKpbxqxKNDut"
25,0,5,0.5,2,2,1,1,6,5,0.666666666666667,0,1,0.3125,0.3125,0.4,0,1,0,1,0,1,1,0.366666666666667,0.8,0.47,0.61,0.71,0.65,0.52,0.64,1,0,1,0,0,"R_86YNa8ZUXgc8tal"
21,0,3,0.25,1,1,1,0,4,4,0.5,0,0,0.5625,0.5,0.466666666666667,1,0,0,0,1,0,0,0.544444444444445,0.44,0.76,0.38,0.49,0.68,0.39,0.4,0,1,0,1,0,"R_eznOrLxhqLV6S3z"
37,0,9,1,4,4,0,0,2,2,0.166666666666667,1,0,0.4375,0.5,0.466666666666667,1,0,0,0,1,1,1,0.511111111111111,1,0.33,0.8,0.5,1,0.76,0.89,0,1,1,0,1,"R_3lNZatTgGNRXMeV"
38,0,5,0.5,3,3,1,0,,2,0.166666666666667,1,0,0.4375,0.3125,0.466666666666667,0,0,1,0,0,0,1,0.277777777777778,0.87,0.54,0.62,0.45,0.95,0.32,0.77,0,1,1,0,1,"R_9HaSHI5WCeju7l3"
59,0,7,0.75,5,5,1,0,5,6,0.833333333333333,0,1,0.4375,0.5625,0.4,0,0,1,0,0,0,1,0.711111111111111,0.83,0.66,0.72,0.66,0.9,0.72,0.72,1,0,1,0,1,"R_abeagzb8i5cb4od"
60,0,9,1,5,5,1,1,7,7,1,0,1,1,0.75,0.0666666666666667,0,0,1,0,0,0,1,1,1,1,1,1,1,0.9,1,0,1,1,0,0,"R_0TxelJCI8ek9MSF"
51,0,5,0.5,1,1,1,0,,6,0.833333333333333,0,1,0.3125,0.5,0.533333333333333,0,1,0,1,0,1,0,0.344444444444444,0.48,0.06,0.19,0.49,0.55,0.57,0.51,0,1,0,1,1,"R_6mxTtLmRzf8N33n"
54,0,6,0.625,5,5,0,1,4,4,0.5,0,0,0.625,0.6875,0.333333333333333,1,0,0,0,1,0,0,0.688888888888889,0.56,0.69,0.29,0.48,0.07,0.69,0.41,1,0,1,0,0,"R_cJ8KXT3ibjL13Rb"
54,0,5,0.5,4,4,1,0,2,1,0,1,0,0.3125,0.4375,0.533333333333333,0,0,1,0,0,0,1,0.166666666666667,0.89,0.19,0.16,0.2,0.77,0.3,0.44,0,1,1,0,1,"R_4ZMm6xtzNF71La5"
32,1,5,0.5,3,3,0,0,6,6,0.833333333333333,0,1,0.625,0.9375,0.0666666666666667,1,0,0,0,1,1,1,1,1,0,0.77,0.67,0.68,0.66,1,0,1,0,1,1,"R_2acnXLRnZ8hQtvf"
58,0,5,0.5,4,4,1,0,6,1,0,1,0,0.5,0.375,0.133333333333333,0,1,0,1,0,1,1,0.488888888888889,0.52,0.48,1,0.76,0.89,0.73,1,1,0,0,1,1,"R_a5VQg3VFpwigYol"
72,0,9,1,3,3,1,0,6,5,0.666666666666667,0,1,0.625,0.75,0.2,0,0,1,0,0,0,1,0.844444444444444,0.57,0.53,0.41,0.84,0.85,0.77,0.95,0,1,0,1,1,"R_ezVPwnx8gY2GcvP"
55,0,7,0.75,1,1,1,1,6,6,0.833333333333333,0,1,0.5,0.4375,0.466666666666667,1,0,0,0,1,1,1,0.644444444444444,0.46,0.47,0.63,0.24,0.46,0.13,0.87,1,0,0,1,1,"R_4ZreUcdfTIkEeOx"
62,0,6,0.625,5,5,1,0,2,1,0,1,0,0.3125,0.5625,0.2,0,0,1,0,0,1,1,0.722222222222222,0.68,0.65,0.18,0.18,0.39,0.45,0.23,1,0,1,0,0,"R_0N9T7GUY8fNi6Lr"
40,0,9,1,1,1,0,0,6,1,0,1,0,0.4375,0.125,0.266666666666667,0,0,1,0,0,1,0,0.277777777777778,0.16,0.43,0.98,0.99,1,0.43,1,0,1,0,1,0,"R_8tTeizXtWHzaYMB"
50,0,6,0.625,1,1,1,0,3,6,0.833333333333333,0,1,0.4375,0.75,0.333333333333333,0,1,0,1,0,1,1,0.311111111111111,0.85,0.48,0.48,0.66,0.66,0.56,0.6,0,1,0,1,1,"R_571d6MwDtvWopW5"
68,1,7,0.75,6,7,1,1,4,4,0.5,0,0,0.6875,0.5625,0.4,0,1,0,1,0,1,1,0.788888888888889,0.68,0.76,0.94,0.63,0.44,0.57,0.8,0,1,0,1,0,"R_1Idrl4ZqTMW8Y0B"
56,0,5,0.5,4,4,0,0,5,1,0,1,0,0.75,0.75,0.4,0,1,0,1,0,1,0,0.233333333333333,0.08,0.83,0.63,0.72,0.88,0.85,0.64,1,0,0,1,0,"R_6x1GEftsQs7mW4l"
59,0,6,0.625,1,1,1,0,4,1,0,1,0,0.4375,0.6875,0.4,0,0,1,0,0,1,1,0.7,0.75,0.87,0.66,0.65,0.65,0.24,0.7,1,0,0,1,0,"R_eEW4tKyM2B3bUzz"
35,0,9,1,5,5,1,0,4,6,0.833333333333333,0,1,0.3125,0.4375,0.533333333333333,1,0,0,0,1,1,1,0.711111111111111,0.79,0.39,1,0.49,0.48,0.24,0.45,0,1,0,1,1,"R_dnTsg7ozYAO2DqZ"
42,0,5,0.5,2,2,0,0,5,2,0.166666666666667,1,0,0.3125,0.875,0.466666666666667,0,0,1,0,0,1,1,0.566666666666667,1,0.51,0.76,0.89,1,0.49,0.87,0,1,1,0,1,"R_9H0SknxvkiqG9z7"
58,0,6,0.625,1,1,1,0,6,1,0,1,0,0.5625,0.5,0.4,0,1,0,1,0,1,1,0.544444444444445,0.73,0.65,0.44,0.53,0.74,0.51,0.56,1,0,1,0,0,"R_9HrZNt6bj5P1Bwp"
49,1,7,0.75,5,5,1,1,7,7,1,0,1,0.75,0.125,0.333333333333333,0,0,1,0,0,1,1,0.688888888888889,0.57,0.3,0.99,0.63,0.48,0.06,0.93,0,1,1,0,0,"R_daIR6oVqt41P87H"
70,0,9,1,6,7,1,0,5,4,0.5,0,0,0.375,0.375,0.466666666666667,0,0,1,0,0,1,0,0.544444444444445,0.47,0.39,0.78,0.71,0.39,0.23,0.79,0,1,0,1,0,"R_do4YRu28w0HsaGh"
48,0,5,0.5,3,3,1,0,5,1,0,1,0,0.4375,0.4375,0.4,0,1,0,1,0,1,1,0.477777777777778,0.56,0.5,0.58,0.55,0.66,0.55,0.41,1,0,1,0,0,"R_02ne7GkdoN971qJ"
67,1,7,0.75,3,3,1,0,4,1,0,1,0,0.625,0.625,,0,1,0,1,0,1,1,0.566666666666667,1,0.6,0.9,0.57,0.96,0.77,0.96,1,0,0,1,1,"R_3w4Zazt2t3Fc7NH"
46,0,7,0.75,4,4,1,1,7,5,0.666666666666667,0,1,0.625,0.375,0.266666666666667,0,0,1,0,0,1,1,0.766666666666667,0.62,0.68,0.65,0.77,0.78,0.48,0.78,1,0,1,0,0,"R_43mvQ41QDWQaWbP"
58,0,8,0.875,2,2,1,0,2,1,0,1,0,0.375,0.75,0.466666666666667,0,1,0,1,0,1,1,0,0.99,0.24,0.1,0.16,0.77,0.44,0.74,0,1,1,0,0,"R_3lYqeiywMqru5vv"
23,0,7,0.75,5,5,1,0,2,4,0.5,0,0,0,0.5625,0.4,1,0,0,0,1,1,0,0.277777777777778,0.09,0.14,0,0.08,0.59,0.05,0.02,0,1,0,1,0,"R_0099HCVg2rhewsJ"
54,0,3,0.25,3,3,1,0,,6,0.833333333333333,0,1,0.75,0,0.866666666666667,1,0,0,0,1,0,1,0.133333333333333,1,0.25,0.75,0.73,0.48,0.92,1,0,1,1,0,1,"R_819gefcYG0oCCQR"
73,0,5,0.5,3,3,0,0,4,1,0,1,0,0.4375,0.5625,0.4,0,1,0,1,0,1,0,0.222222222222222,0.56,0.39,0.47,0.3,0.44,0.3,0.6,1,0,0,1,0,"R_cwECIHYGCS69lFr"
57,0,7,0.75,2,2,1,0,6,6,0.833333333333333,0,1,0.5625,0.6875,0.466666666666667,0,1,0,1,0,1,1,0.7,0.79,0.74,0.81,0.29,0.49,0.32,0.76,0,1,0,1,1,"R_3sDB4hmXJTlYWJn"
30,0,8,0.875,5,5,0,1,1,7,1,0,1,0.6875,0.6875,0.533333333333333,1,0,0,0,1,1,0,0.877777777777778,0.87,0.78,0.85,0.74,0.89,0.74,0.86,1,0,0,1,1,"R_cYFDFDIHq6QsSA5"
30,1,8,0.875,3,3,1,0,3,2,0.166666666666667,1,0,0.5,0.5,0.2,1,0,0,0,1,1,0,1,0.93,0.93,0.95,0.97,1,0.92,1,1,0,1,0,0,"R_5dyUO4I1BaDgAG9"
30,0,3,0.25,2,2,1,0,6,2,0.166666666666667,1,0,0.3125,0.375,0.466666666666667,0,1,0,1,0,0,1,0.388888888888889,0.35,0.46,0.55,0.38,0.49,0.49,0.91,0,1,1,0,0,"R_9AM54cryfqxmsER"
55,1,7,0.75,3,3,1,0,4,4,0.5,0,0,0.5625,0.75,0.4,0,1,0,1,0,1,1,0.588888888888889,1,0.48,0.32,0.64,1,0.6,1,1,0,0,1,1,"R_6gJT61CFXM7gcwl"
59,0,3,0.25,1,1,0,1,2,4,0.5,0,0,0.375,0.625,0.666666666666667,0,0,1,0,0,1,1,0.677777777777778,0.88,0.54,0.77,0.9,0.91,0.32,0.75,0,1,1,0,0,"R_7284KzEPtJLY1Fj"
45,0,5,0.5,1,1,0,0,,4,0.5,0,0,0,0,0.266666666666667,0,0,1,0,0,1,1,0.0555555555555556,0.78,0.02,1,0.03,0.99,0.03,0.88,0,1,1,0,1,"R_5owleULiSKzbHox"
53,0,5,0.5,2,2,1,0,4,6,0.833333333333333,0,1,0.5,0.3125,0.6,0,1,0,1,0,1,0,0.0666666666666667,0.1,0.1,0.86,0.66,0.27,0.57,0.9,1,0,0,1,0,"R_eY9KCCAl52Tj9bf"
58,0,4,0.375,6,7,1,0,4,6,0.833333333333333,0,1,0.3125,0.5,0.533333333333333,0,0,1,0,0,1,1,0.466666666666667,0.28,0.52,0.56,0.43,0.28,0.34,0.6,1,0,1,0,0,"R_6i07Sr5IIztxRB3"
24,0,7,0.75,4,4,1,0,6,7,1,0,1,0.625,0.625,0.466666666666667,1,0,0,0,1,1,1,0.522222222222222,0.35,0.55,0.68,0.74,0.48,0.53,0.82,1,0,1,0,1,"R_9YSPaoRtgoWkKcl"
31,0,7,0.75,4,4,1,0,1,1,0,1,0,0.125,0.5625,0.6,1,0,0,0,1,1,1,0.0222222222222222,0.75,0.11,0.76,0,1,0.25,0.36,0,1,1,0,0,"R_4O72LAu9UA8Ngcl"
53,0,5,0.5,1,1,1,1,4,5,0.666666666666667,0,1,0.8125,0.8125,0.333333333333333,0,0,1,0,0,0,1,0.511111111111111,0.22,0.48,0.57,0.89,1,0.47,0.99,1,0,1,0,0,"R_09tJ2kmsCvXmFox"
57,1,6,0.625,2,2,1,0,6,6,0.833333333333333,0,1,0.6875,0.625,0.266666666666667,1,0,0,0,1,1,1,0.855555555555556,0.81,0.92,0.62,0.22,0.9,0.18,0.56,1,0,0,1,1,"R_1NB3Com6NqjtjM1"
25,1,5,0.5,4,4,0,0,3,2,0.166666666666667,1,0,0.5,0.5,0.266666666666667,1,0,0,0,1,1,0,0.544444444444445,0.37,0.55,0.57,0.49,0.51,0.29,0.58,1,0,0,1,0,"R_dhRZz7I7hyOqEQJ"
24,1,7,0.75,2,2,0,0,4,2,0.166666666666667,1,0,0.3125,0.625,0.733333333333333,0,0,1,0,0,0,1,0.444444444444444,0.21,0.48,0.63,0.27,0.5,0.3,0.65,0,1,1,0,1,"R_5BEbMrxixGfvxbf"
29,0,3,0.25,3,3,1,0,4,2,0.166666666666667,1,0,0.5,0.6875,0.466666666666667,1,0,0,0,1,0,1,0.611111111111111,0.59,0.61,0.52,0.44,0.64,0.31,0.66,1,0,1,0,1,"R_6tHpKmVFQk5LMj3"
44,1,3,0.25,2,2,1,0,4,2,0.166666666666667,1,0,0.6875,0.5,0.466666666666667,0,0,1,0,0,1,1,0.788888888888889,0.96,0.77,0.87,0.63,0.88,0.52,0.92,1,0,0,1,0,"R_1LysnssuMFRjtBP"
64,0,5,0.5,3,3,1,0,2,1,0,1,0,0.625,0.6875,0.466666666666667,0,1,0,1,0,1,1,0.433333333333333,0.53,0.11,0.34,0.5,0.5,0.54,0.53,0,1,1,0,1,"R_9Y9gemoVeeOrX7f"
54,1,7,0.75,4,4,1,0,3,2,0.166666666666667,1,0,0.5625,0.75,0.266666666666667,0,0,1,0,0,1,1,0.688888888888889,1,0.58,0.56,0.45,0.46,0.47,0.77,0,1,0,1,1,"R_2rF6CUmHau50HZP"
21,0,5,0.5,3,3,0,0,2,1,0,1,0,0.625,0.4375,0.533333333333333,1,0,0,0,1,0,1,0.488888888888889,0.75,0.51,0.39,0.71,0.73,0.66,0.59,0,1,0,1,1,"R_8k2QtAySEfRFEuF"
80,0,3,0.25,4,4,1,0,,4,0.5,0,0,0.5,0.5625,0.266666666666667,0,0,1,0,0,0,1,0.444444444444444,0.08,0.5,0.59,0.44,0.06,0.2,0.49,0,1,1,0,1,"R_bjyeWoZx4kACI61"
19,0,5,0.5,2,2,0,0,2,1,0,1,0,0.5,1,0.533333333333333,1,0,0,0,1,1,1,0.911111111111111,0.65,0.88,1,0.5,0.35,0.48,0.68,0,1,0,1,1,"R_1RGzN0KhKkN5SRv"
18,0,3,0.25,2,2,1,1,4,3,0.333333333333333,1,0,0.25,0.375,0.466666666666667,0,0,1,0,0,1,1,0.522222222222222,1,0.4,0.53,0.53,1,0.36,0.71,1,0,1,0,1,"R_54mYxWhDTOtdpuB"
31,1,7,0.75,4,4,0,1,2,1,0,1,0,0.625,0.625,0.133333333333333,1,0,0,0,1,1,0,0.533333333333333,0.61,0.38,0.16,0.48,0.86,0,0.61,1,0,1,0,0,"R_bHQXVDFwcRQ4Mkt"
45,0,5,0.5,1,1,1,0,7,4,0.5,0,0,0.5,0.25,0.6,1,0,0,0,1,1,1,0.977777777777778,0.71,0.7,1,0.98,0.57,0.62,0.81,0,1,1,0,0,"R_3ZTXs3q5QuhnFPv"
60,1,7,0.75,2,2,1,1,6,6,0.833333333333333,0,1,0.875,0.8125,0.4,0,1,0,1,0,1,1,0.0111111111111111,1,0.02,1,1,1,1,1,0,1,0,1,0,"R_08seRjyndWSywIZ"
52,0,6,0.625,4,4,1,0,,4,0.5,0,0,0.5,0.5,0.533333333333333,0,1,0,1,0,1,1,0.0777777777777778,0.68,0.4,0.63,0.04,0.06,0.04,0.92,0,1,1,0,0,"R_ehOSgpD1UQnM3Kl"
69,1,7,0.75,4,4,0,0,1,2,0.166666666666667,1,0,0,0.625,0.2,1,0,0,0,1,0,1,0.233333333333333,0.05,0.05,0.05,0.61,0.1,0.1,0.18,0,1,1,0,1,"R_a8Kpam55A0zrJYx"
29,0,7,0.75,5,5,0,0,1,1,0,1,0,0.5,0.5,0.533333333333333,1,0,0,0,1,1,1,0.522222222222222,0.42,0.85,0.37,0.35,0.41,0.37,0.45,1,0,0,1,1,"R_e5tA2OS24Z4icNn"
28,0,9,1,2,2,1,0,2,1,0,1,0,0.375,0.6875,0.4,1,0,0,0,1,1,1,0.444444444444444,0.86,0.42,0.8,0.53,0.84,0.26,0.66,0,1,1,0,0,"R_6YiXnXiN9z3AAKh"
46,0,3,0.25,1,1,1,0,4,6,0.833333333333333,0,1,0.4375,0.5,0.466666666666667,0,1,0,1,0,0,0,0.422222222222222,0.16,0.45,0.59,0.67,0.48,0.4,1,0,1,0,1,1,"R_0oW9KtpI0ZQD9zL"
32,1,3,0.25,2,2,1,0,5,1,0,1,0,0.625,0.5,0.866666666666667,0,1,0,1,0,1,1,0.855555555555556,0.94,0.8,0.97,0.48,0.69,0.78,0.83,0,1,1,0,0,"R_50TURnqAPVCmh6J"
24,0,7,0.75,4,4,0,1,7,7,1,0,1,0.375,0.8125,0.333333333333333,1,0,0,0,1,0,0,0.777777777777778,0.56,0.73,0.64,0.13,0.16,0.11,0.19,1,0,0,1,1,"R_6Pw9FI4UclOF6kd"
47,0,3,0.25,1,1,1,0,,2,0.166666666666667,1,0,0.5625,0.375,0.8,0,1,0,1,0,1,1,0.133333333333333,0.16,0.27,0.42,0.5,0.53,0.46,0.89,0,1,0,1,0,"R_5hWPuxMCSNz3WMR"
56,0,6,0.625,2,2,1,0,6,1,0,1,0,0.875,0.625,0.4,1,0,0,0,1,1,1,0.922222222222222,0.97,0.94,0.82,0.03,0.04,0.05,0.82,1,0,1,0,1,"R_9mloimmlDRyDDW5"
28,0,5,0.5,2,2,0,0,4,1,0,1,0,0.375,0.4375,0.266666666666667,1,0,0,0,1,1,1,0.688888888888889,0.47,0.59,0.7,0.3,1,0.32,0.07,1,0,1,0,0,"R_8vMr6EjwvQlKnQx"
43,0,7,0.75,3,3,1,0,2,1,0,1,0,0.3125,0.6875,0.4,1,0,0,0,1,1,1,0.5,0.76,0.24,0.89,0.18,0.83,0.28,0.41,1,0,0,1,1,"R_bqL7SHJEQ64uhP7"
72,0,9,1,2,2,1,0,6,6,0.833333333333333,0,1,0.3125,0.25,0.333333333333333,0,1,0,1,0,0,1,0.244444444444444,0.6,0.21,0.59,0.66,0.48,0.25,0.5,0,1,0,1,1,"R_39RwbxO7onA7MQR"
48,0,5,0.5,2,2,1,1,6,7,1,0,1,0.4375,0.3125,0.466666666666667,0,1,0,1,0,1,1,0.677777777777778,0.88,0.9,0.9,0.26,0.42,0,0.79,1,0,0,1,0,"R_1ENfGNRvFwnDUP3"
27,0,3,0.25,3,3,0,0,4,6,0.833333333333333,0,1,0.6875,0.625,0.333333333333333,1,0,0,0,1,1,0,0.288888888888889,0.68,0.55,0.68,0.91,0.91,0.86,0.63,1,0,0,1,1,"R_5dT2xKSW5c2jsXP"
51,0,9,1,2,2,1,0,3,1,0,1,0,0.375,0.75,0.0666666666666667,0,1,0,1,0,1,1,0.477777777777778,0.72,0.19,0.66,0.5,0.78,0.52,0.96,0,1,0,1,0,"R_82sikdQcInzQfWZ"
51,0,3,0.25,1,1,1,0,4,7,1,0,1,0.5,0.4375,0.533333333333333,1,0,0,0,1,1,1,0.1,0.42,0.46,0.37,0.08,0.74,0.45,0.48,1,0,1,0,0,"R_3xtCPbOOPJOxtDn"
46,0,5,0.5,2,2,1,0,2,2,0.166666666666667,1,0,0.3125,0.9375,0.466666666666667,0,0,1,0,0,1,1,0.133333333333333,0.97,0.09,0.48,0.01,1,0.02,0.51,1,0,1,0,0,"R_1S6P26RDELlykND"
46,0,9,1,1,1,1,0,1,1,0,1,0,0.1875,0.6875,0.466666666666667,0,1,0,1,0,1,1,0,0.49,0,0.12,0.17,0.52,0.08,0.51,0,1,0,1,0,"R_5sVTHfZmJFCjosB"
59,0,4,0.375,1,1,1,1,7,7,1,0,1,0.6875,0.5,0.533333333333333,1,0,0,0,1,1,0,0.477777777777778,0.48,0.47,0.89,0.76,0.78,0.15,1,0,1,1,0,0,"R_bNT29zQyzCysyLb"
67,1,7,0.75,4,4,1,0,4,1,0,1,0,0.1875,0.4375,0.4,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,"R_cuKneQEAG5rgW0Z"
62,0,7,0.75,2,2,1,0,2,1,0,1,0,0.375,0.6875,0.133333333333333,0,0,1,0,0,1,1,0.555555555555556,0.59,0.37,0.56,0.18,0.87,0.48,0.41,0,1,0,1,1,"R_8ihPltSmC3wYACN"
58,1,8,0.875,4,4,1,1,7,7,1,0,1,0.9375,0.625,0.866666666666667,0,0,1,0,0,1,1,1,1,0.27,1,0.9,0.94,0.25,1,1,0,1,0,0,"R_b9rSf93FsJJupcF"
28,0,7,0.75,4,4,1,0,6,6,0.833333333333333,0,1,0.4375,0.75,0.266666666666667,1,0,0,0,1,0,1,0.433333333333333,0.21,0.55,0.44,0.39,0.28,0.27,0.39,0,1,1,0,0,"R_eXrlwXO2xfhhyQJ"
21,1,5,0.5,2,2,1,0,4,4,0.5,0,0,0.625,0.75,0.4,0,0,1,0,0,0,1,0.511111111111111,0.62,0.48,0.18,0.48,1,0.61,0.75,0,1,1,0,1,"R_86rbWqyfzBFDy2V"
61,0,4,0.375,2,2,1,0,4,1,0,1,0,0.5,0.625,0.4,0,1,0,1,0,1,1,0.611111111111111,0.52,0.57,0.65,0.37,0.27,0.35,0.68,0,1,0,1,0,"R_0pv13QxXI7WtruJ"
58,0,7,0.75,3,3,1,0,2,1,0,1,0,0.4375,0.6875,1,0,0,1,0,0,0,1,0.122222222222222,0.49,0.2,0.78,0.6,0.59,0.7,0.94,0,1,1,0,1,"R_d9Vczbujd24K0Vn"
61,1,3,0.25,5,5,1,1,7,7,1,0,1,0.875,0.5625,0.2,0,0,1,0,0,1,1,0.633333333333333,1,0.7,1,0.73,0.95,0.59,1,1,0,0,1,1,"R_01BPhn8MToAotqR"
68,0,8,0.875,3,3,1,0,4,5,0.666666666666667,0,1,0.3125,0.4375,0.4,0,0,1,0,0,1,1,0,1,0.01,0.76,0,1,0.01,0.76,0,1,0,1,0,"R_1L0MmUTUXZhr9UF"
31,1,5,0.5,4,4,1,0,2,1,0,1,0,0.3125,0.6875,0.4,1,0,0,0,1,1,0,0.1,0.97,0.27,0.03,0.03,1,0.31,0.29,1,0,0,1,0,"R_4Zo7qSyEZ67opQ9"
33,1,7,0.75,6,7,0,1,4,1,0,1,0,0.5,0.75,0.266666666666667,1,0,0,0,1,0,1,0.4,0.52,0.52,0.41,0.27,0.6,0.58,0.49,1,0,1,0,0,"R_1KRlnSyfLPri4Sh"
57,0,7,0.75,4,4,1,1,7,7,1,0,1,0.75,0.5625,0.466666666666667,1,0,0,0,1,1,1,0.477777777777778,0.49,0.49,0.86,0.53,0.54,0.52,0.76,1,0,0,1,1,"R_ekEsptIIGrjMtVz"
30,0,3,0.25,2,2,0,0,4,4,0.5,0,0,0.25,0.5625,0.266666666666667,0,1,0,1,0,0,0,0.277777777777778,1,0.49,0.57,0.31,1,0.05,0.41,0,1,0,1,0,"R_0NXKDOGthuTnIMJ"
